Base,Base Name,Date,Number of trips,Number of Vehicles
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-24,855,138
B01877,U.S.A. LIMO. INC.,2015-01-24,56,36
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-24,700,81
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-24,5,5
B01984,NY 88 EXPRESS CORP.,2015-01-24,251,67
B01990,SUK INCORPORATED,2015-01-24,70,23
B02003,"AVALON CORPORATE CAR,INC.",2015-01-24,53,27
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-24,24,10
B02096,"CET GROUP, INC",2015-01-24,7,6
B02107,APOLLO RADIO DISPATCH INC.,2015-01-24,984,84
B02120,HARRISON GLOBAL LLC,2015-01-24,109,47
B02147,"MITA LIMOUSINE, INC.",2015-01-24,46,12
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-24,16,14
B02285,"VALERA GLOBAL, INC.",2015-01-24,65,30
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-24,16,6
B02566,GSL LIMOUSINES CORP.,2015-01-24,2,2
B02569,GOGREENRIDE INC.,2015-01-24,81,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-24,1354,106
B02715,GROUNDANYWHERE LLC,2015-01-24,98,42
B00013,LOVE CORP CAR INC,2015-01-25,124,56
B00014,NY ONE CORP CAR INC,2015-01-25,170,76
B00029,COMMUNITY CAR SVC CORP,2015-01-25,1200,40
B00053,CHARGE AND RIDE INC,2015-01-25,26,17
B00095,LIBERTY CAR SERVICE INC.,2015-01-25,868,79
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-25,265,55
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-25,268,105
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-25,852,110
B00254,XYZ TWO WAY RADIO,2015-01-25,462,162
B00280,FLEET RADIO DISPATCH CORP.,2015-01-25,190,72
B00310,WATSON CAR SERVICE INC.,2015-01-25,1571,143
B00381,BELL RADIO INC,2015-01-25,97,40
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-25,172,43
B00457,PREMIUM BRONX CORP,2015-01-25,1122,121
B00477,INTA-BORO ACRES INC,2015-01-25,189,76
B00552,HINO-MARU ENTERPRISES INC.,2015-01-25,11,9
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-25,3,2
B00837,CAREY LIMO N Y INC,2015-01-25,227,82
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-25,1772,623
B00919,HARLEM CARS INC.,2015-01-25,565,66
B00948,510 CAR SERVICE CORP,2015-01-25,608,61
B01066,DOMINICANA RAD DISP INC,2015-01-25,836,80
B01083,BROAD DYCKMAN C/S INC,2015-01-25,915,109
B01087,ELITE LIMO PLUS INC,2015-01-25,212,114
B01148,EVELYN CAR SERVICE INC,2015-01-25,443,54
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-25,86,40
B01282,NEW LOTS C/S INC,2015-01-25,923,69
B01285,UNION RADIO DISPATCH INC,2015-01-25,1527,152
B01300,KENNEDY RAD DISP INC,2015-01-25,787,122
B01312,BROOKLYN RAD DISP INC,2015-01-25,549,87
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-25,1412,136
B01341,A NEW DAY RAD DISP INC,2015-01-25,762,113
b01346,ARECIBO C/S INC,2015-01-25,818,114
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-25,68,29
B01386,FENIX CAR SVCE CORP,2015-01-25,2475,189
B01522,"STM ENTERPRISES,INC",2015-01-25,75,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-25,427,49
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-25,807,129
B01877,U.S.A. LIMO. INC.,2015-01-25,182,72
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-25,774,74
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-25,3,2
B01984,NY 88 EXPRESS CORP.,2015-01-25,77,38
B01990,SUK INCORPORATED,2015-01-25,42,14
B02003,"AVALON CORPORATE CAR,INC.",2015-01-25,76,41
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-25,34,12
B02096,"CET GROUP, INC",2015-01-25,4,3
B02107,APOLLO RADIO DISPATCH INC.,2015-01-25,815,85
B02120,HARRISON GLOBAL LLC,2015-01-25,159,58
B02147,"MITA LIMOUSINE, INC.",2015-01-25,22,5
B02285,"VALERA GLOBAL, INC.",2015-01-25,80,43
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-25,6,2
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-25,9,3
B02566,GSL LIMOUSINES CORP.,2015-01-25,2,1
B02569,GOGREENRIDE INC.,2015-01-25,59,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-25,1125,112
B02715,GROUNDANYWHERE LLC,2015-01-25,139,52
B00013,LOVE CORP CAR INC,2015-01-26,163,58
B00014,NY ONE CORP CAR INC,2015-01-26,223,87
B00029,COMMUNITY CAR SVC CORP,2015-01-26,1060,44
B00053,CHARGE AND RIDE INC,2015-01-26,41,23
B00095,LIBERTY CAR SERVICE INC.,2015-01-26,646,80
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-26,436,77
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-26,256,107
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-26,549,101
B00254,XYZ TWO WAY RADIO,2015-01-26,610,187
B00280,FLEET RADIO DISPATCH CORP.,2015-01-26,176,66
B00310,WATSON CAR SERVICE INC.,2015-01-26,1489,134
B00381,BELL RADIO INC,2015-01-26,96,45
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-26,210,53
B00457,PREMIUM BRONX CORP,2015-01-26,1540,107
B00477,INTA-BORO ACRES INC,2015-01-26,177,74
B00552,HINO-MARU ENTERPRISES INC.,2015-01-26,13,9
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-26,13,6
B00837,CAREY LIMO N Y INC,2015-01-26,232,107
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-26,1511,535
B00919,HARLEM CARS INC.,2015-01-26,694,62
B00948,510 CAR SERVICE CORP,2015-01-26,406,56
B01066,DOMINICANA RAD DISP INC,2015-01-26,591,77
B01083,BROAD DYCKMAN C/S INC,2015-01-26,812,106
B01087,ELITE LIMO PLUS INC,2015-01-26,325,140
B01148,EVELYN CAR SERVICE INC,2015-01-26,293,49
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-26,151,61
B01282,NEW LOTS C/S INC,2015-01-26,693,70
B01285,UNION RADIO DISPATCH INC,2015-01-26,1011,154
B01300,KENNEDY RAD DISP INC,2015-01-26,561,114
B01312,BROOKLYN RAD DISP INC,2015-01-26,592,104
B01313,JOY CAR SERVICES INC.,2015-01-26,8,8
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-26,1104,140
B01341,A NEW DAY RAD DISP INC,2015-01-26,1134,147
b01346,ARECIBO C/S INC,2015-01-26,546,96
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-26,61,27
B01386,FENIX CAR SVCE CORP,2015-01-26,1934,183
B01522,"STM ENTERPRISES,INC",2015-01-26,83,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-26,304,52
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-26,720,124
B01877,U.S.A. LIMO. INC.,2015-01-26,173,75
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-26,640,102
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-26,2,2
B01984,NY 88 EXPRESS CORP.,2015-01-26,404,88
B01990,SUK INCORPORATED,2015-01-26,68,17
B02003,"AVALON CORPORATE CAR,INC.",2015-01-26,108,52
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-26,52,21
B02096,"CET GROUP, INC",2015-01-26,7,7
B02107,APOLLO RADIO DISPATCH INC.,2015-01-26,829,81
B02120,HARRISON GLOBAL LLC,2015-01-26,177,79
B02147,"MITA LIMOUSINE, INC.",2015-01-26,30,7
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-26,20,20
B02285,"VALERA GLOBAL, INC.",2015-01-26,116,62
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-26,14,8
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-26,4,2
B02566,GSL LIMOUSINES CORP.,2015-01-26,9,7
B02569,GOGREENRIDE INC.,2015-01-26,138,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-26,1119,101
B02715,GROUNDANYWHERE LLC,2015-01-26,176,62
B00013,LOVE CORP CAR INC,2015-01-27,50,24
B00014,NY ONE CORP CAR INC,2015-01-27,85,37
B00029,COMMUNITY CAR SVC CORP,2015-01-27,487,29
B00053,CHARGE AND RIDE INC,2015-01-27,18,12
B00095,LIBERTY CAR SERVICE INC.,2015-01-27,320,34
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-27,90,33
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-27,52,33
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-27,259,24
B00254,XYZ TWO WAY RADIO,2015-01-27,205,70
B00280,FLEET RADIO DISPATCH CORP.,2015-01-27,33,19
B00310,WATSON CAR SERVICE INC.,2015-01-27,712,70
B00381,BELL RADIO INC,2015-01-27,27,14
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-27,46,20
B00457,PREMIUM BRONX CORP,2015-01-27,566,48
B00477,INTA-BORO ACRES INC,2015-01-27,86,37
B00552,HINO-MARU ENTERPRISES INC.,2015-01-27,1,1
B00837,CAREY LIMO N Y INC,2015-01-27,37,22
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-27,189,80
B00919,HARLEM CARS INC.,2015-01-27,291,37
B00948,510 CAR SERVICE CORP,2015-01-27,120,20
B01066,DOMINICANA RAD DISP INC,2015-01-27,249,42
B01083,BROAD DYCKMAN C/S INC,2015-01-27,367,81
B01087,ELITE LIMO PLUS INC,2015-01-27,91,43
B01148,EVELYN CAR SERVICE INC,2015-01-27,91,15
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-27,20,13
B01282,NEW LOTS C/S INC,2015-01-27,179,22
B01285,UNION RADIO DISPATCH INC,2015-01-27,537,89
B01300,KENNEDY RAD DISP INC,2015-01-27,244,68
B01312,BROOKLYN RAD DISP INC,2015-01-27,294,49
B01313,JOY CAR SERVICES INC.,2015-01-27,9,9
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-27,525,68
B01341,A NEW DAY RAD DISP INC,2015-01-27,415,70
b01346,ARECIBO C/S INC,2015-01-27,215,72
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-27,11,7
B01386,FENIX CAR SVCE CORP,2015-01-27,939,106
B01522,"STM ENTERPRISES,INC",2015-01-27,30,9
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-27,135,37
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-27,319,54
B01877,U.S.A. LIMO. INC.,2015-01-27,61,25
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-27,31,24
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-27,9,5
B01984,NY 88 EXPRESS CORP.,2015-01-27,3,3
B01990,SUK INCORPORATED,2015-01-27,10,3
B02003,"AVALON CORPORATE CAR,INC.",2015-01-27,80,33
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-27,15,9
B02096,"CET GROUP, INC",2015-01-27,1,1
B02107,APOLLO RADIO DISPATCH INC.,2015-01-27,339,46
B02120,HARRISON GLOBAL LLC,2015-01-27,60,37
B02147,"MITA LIMOUSINE, INC.",2015-01-27,2,1
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-27,12,12
B02285,"VALERA GLOBAL, INC.",2015-01-27,14,10
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-27,8,3
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-27,5,2
B02566,GSL LIMOUSINES CORP.,2015-01-27,3,3
B02569,GOGREENRIDE INC.,2015-01-27,23,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-27,551,110
B02715,GROUNDANYWHERE LLC,2015-01-27,25,15
B00013,LOVE CORP CAR INC,2015-01-28,438,109
B00014,NY ONE CORP CAR INC,2015-01-28,574,170
B00029,COMMUNITY CAR SVC CORP,2015-01-28,771,47
B00053,CHARGE AND RIDE INC,2015-01-28,94,51
B00095,LIBERTY CAR SERVICE INC.,2015-01-28,769,82
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-28,462,81
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-28,554,162
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-28,788,100
B00254,XYZ TWO WAY RADIO,2015-01-28,1343,301
B00280,FLEET RADIO DISPATCH CORP.,2015-01-28,314,85
B00310,WATSON CAR SERVICE INC.,2015-01-28,1554,144
B00381,BELL RADIO INC,2015-01-28,297,91
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-28,252,77
B00448,DIAL CAR INC.,2015-01-28,6,2
B00457,PREMIUM BRONX CORP,2015-01-28,1203,115
B00477,INTA-BORO ACRES INC,2015-01-28,623,151
B00552,HINO-MARU ENTERPRISES INC.,2015-01-28,35,25
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-28,18,9
B00837,CAREY LIMO N Y INC,2015-01-28,341,125
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-28,2160,673
B00919,HARLEM CARS INC.,2015-01-28,561,68
B00948,510 CAR SERVICE CORP,2015-01-28,593,62
B01066,DOMINICANA RAD DISP INC,2015-01-28,706,77
B01083,BROAD DYCKMAN C/S INC,2015-01-28,792,112
B01087,ELITE LIMO PLUS INC,2015-01-28,835,244
B01148,EVELYN CAR SERVICE INC,2015-01-28,440,53
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-28,281,88
B01282,NEW LOTS C/S INC,2015-01-28,983,74
B01285,UNION RADIO DISPATCH INC,2015-01-28,1202,154
B01300,KENNEDY RAD DISP INC,2015-01-28,733,130
B01312,BROOKLYN RAD DISP INC,2015-01-28,1021,109
B01313,JOY CAR SERVICES INC.,2015-01-28,22,16
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-28,1395,142
B01341,A NEW DAY RAD DISP INC,2015-01-28,1300,171
b01346,ARECIBO C/S INC,2015-01-28,855,116
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-28,247,73
B01386,FENIX CAR SVCE CORP,2015-01-28,2250,207
B01522,"STM ENTERPRISES,INC",2015-01-28,97,15
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-28,384,56
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-28,710,123
B01877,U.S.A. LIMO. INC.,2015-01-28,452,134
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-28,122,50
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-28,66,33
B01984,NY 88 EXPRESS CORP.,2015-01-28,455,94
B01990,SUK INCORPORATED,2015-01-28,146,36
B02003,"AVALON CORPORATE CAR,INC.",2015-01-28,298,92
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-28,98,30
B02096,"CET GROUP, INC",2015-01-28,14,12
B02107,APOLLO RADIO DISPATCH INC.,2015-01-28,702,91
B02120,HARRISON GLOBAL LLC,2015-01-28,302,106
B02147,"MITA LIMOUSINE, INC.",2015-01-28,42,10
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-28,9,9
B02285,"VALERA GLOBAL, INC.",2015-01-28,235,83
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-28,14,7
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-28,15,5
B02566,GSL LIMOUSINES CORP.,2015-01-28,14,12
B02569,GOGREENRIDE INC.,2015-01-28,178,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-28,1010,107
B02715,GROUNDANYWHERE LLC,2015-01-28,262,75
B00013,LOVE CORP CAR INC,2015-01-29,451,107
B00014,NY ONE CORP CAR INC,2015-01-29,749,179
B00029,COMMUNITY CAR SVC CORP,2015-01-29,949,51
B00053,CHARGE AND RIDE INC,2015-01-29,122,62
B00095,LIBERTY CAR SERVICE INC.,2015-01-29,822,84
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-29,534,84
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-29,584,171
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-29,993,121
B00254,XYZ TWO WAY RADIO,2015-01-29,1527,310
B00280,FLEET RADIO DISPATCH CORP.,2015-01-29,312,90
B00310,WATSON CAR SERVICE INC.,2015-01-29,1697,146
B00381,BELL RADIO INC,2015-01-29,359,96
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-29,464,97
B00448,DIAL CAR INC.,2015-01-29,9,2
B00457,PREMIUM BRONX CORP,2015-01-29,1217,115
B00477,INTA-BORO ACRES INC,2015-01-29,700,157
B00552,HINO-MARU ENTERPRISES INC.,2015-01-29,39,28
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-29,16,6
B00837,CAREY LIMO N Y INC,2015-01-29,420,148
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-29,2498,737
B00919,HARLEM CARS INC.,2015-01-29,588,70
B00948,510 CAR SERVICE CORP,2015-01-29,674,63
B01066,DOMINICANA RAD DISP INC,2015-01-29,663,81
B01083,BROAD DYCKMAN C/S INC,2015-01-29,896,114
B01087,ELITE LIMO PLUS INC,2015-01-29,992,261
B01148,EVELYN CAR SERVICE INC,2015-01-29,478,56
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-29,358,93
B01282,NEW LOTS C/S INC,2015-01-29,1075,79
B01285,UNION RADIO DISPATCH INC,2015-01-29,1332,167
B01300,KENNEDY RAD DISP INC,2015-01-29,756,127
B01312,BROOKLYN RAD DISP INC,2015-01-29,973,114
B01313,JOY CAR SERVICES INC.,2015-01-29,32,27
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-29,1515,144
B01341,A NEW DAY RAD DISP INC,2015-01-29,1486,170
b01346,ARECIBO C/S INC,2015-01-29,862,105
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-29,242,77
B01386,FENIX CAR SVCE CORP,2015-01-29,2286,211
B01522,"STM ENTERPRISES,INC",2015-01-29,89,14
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-29,371,58
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-29,719,135
B01877,U.S.A. LIMO. INC.,2015-01-29,407,130
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-29,1268,117
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-29,80,29
B01984,NY 88 EXPRESS CORP.,2015-01-29,548,101
B01990,SUK INCORPORATED,2015-01-29,120,30
B02003,"AVALON CORPORATE CAR,INC.",2015-01-29,276,93
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-29,108,31
B02096,"CET GROUP, INC",2015-01-29,23,16
B02107,APOLLO RADIO DISPATCH INC.,2015-01-29,691,94
B02120,HARRISON GLOBAL LLC,2015-01-29,318,107
B02147,"MITA LIMOUSINE, INC.",2015-01-29,32,9
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-29,14,14
B02285,"VALERA GLOBAL, INC.",2015-01-29,297,92
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-29,12,7
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-29,25,5
B02566,GSL LIMOUSINES CORP.,2015-01-29,10,9
B02569,GOGREENRIDE INC.,2015-01-29,173,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-29,984,111
B02715,GROUNDANYWHERE LLC,2015-01-29,296,83
B00013,LOVE CORP CAR INC,2015-01-30,338,102
B00014,NY ONE CORP CAR INC,2015-01-30,503,157
B00029,COMMUNITY CAR SVC CORP,2015-01-30,1429,49
B00053,CHARGE AND RIDE INC,2015-01-30,75,48
B00095,LIBERTY CAR SERVICE INC.,2015-01-30,673,81
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-30,551,86
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-30,537,155
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-30,1031,123
B00254,XYZ TWO WAY RADIO,2015-01-30,1137,283
B00280,FLEET RADIO DISPATCH CORP.,2015-01-30,349,82
B00310,WATSON CAR SERVICE INC.,2015-01-30,2226,152
B00381,BELL RADIO INC,2015-01-30,256,84
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-30,294,80
B00448,DIAL CAR INC.,2015-01-30,6,2
B00457,PREMIUM BRONX CORP,2015-01-30,1848,128
B00477,INTA-BORO ACRES INC,2015-01-30,478,144
B00552,HINO-MARU ENTERPRISES INC.,2015-01-30,26,14
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-30,19,8
B00837,CAREY LIMO N Y INC,2015-01-30,360,143
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-30,2257,710
B00919,HARLEM CARS INC.,2015-01-30,894,71
B00948,510 CAR SERVICE CORP,2015-01-30,768,64
B01066,DOMINICANA RAD DISP INC,2015-01-30,848,78
B01083,BROAD DYCKMAN C/S INC,2015-01-30,1047,117
B01087,ELITE LIMO PLUS INC,2015-01-30,672,236
B01148,EVELYN CAR SERVICE INC,2015-01-30,567,63
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-30,240,85
B01282,NEW LOTS C/S INC,2015-01-30,1443,81
B01285,UNION RADIO DISPATCH INC,2015-01-30,1780,172
B01300,KENNEDY RAD DISP INC,2015-01-30,936,130
B01312,BROOKLYN RAD DISP INC,2015-01-30,866,111
B01313,JOY CAR SERVICES INC.,2015-01-30,23,17
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-30,1808,154
B01341,A NEW DAY RAD DISP INC,2015-01-30,2115,178
b01346,ARECIBO C/S INC,2015-01-30,997,116
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-30,172,67
B01386,FENIX CAR SVCE CORP,2015-01-30,3178,213
B01522,"STM ENTERPRISES,INC",2015-01-30,97,14
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-30,447,61
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-30,978,151
B01877,U.S.A. LIMO. INC.,2015-01-30,324,115
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-30,1111,118
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-30,38,19
B01984,NY 88 EXPRESS CORP.,2015-01-30,550,96
B01990,SUK INCORPORATED,2015-01-30,150,37
B02003,"AVALON CORPORATE CAR,INC.",2015-01-30,185,80
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-30,76,28
B02096,"CET GROUP, INC",2015-01-30,8,8
B02107,APOLLO RADIO DISPATCH INC.,2015-01-30,1122,93
B02120,HARRISON GLOBAL LLC,2015-01-30,259,92
B02147,"MITA LIMOUSINE, INC.",2015-01-30,38,11
B02183,BANGLA CAR & LIMO. SERVICE INC.,2015-01-30,5,5
B02285,"VALERA GLOBAL, INC.",2015-01-30,198,84
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-30,20,9
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-30,16,5
B02566,GSL LIMOUSINES CORP.,2015-01-30,10,10
B02569,GOGREENRIDE INC.,2015-01-30,175,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-30,1542,115
B02715,GROUNDANYWHERE LLC,2015-01-30,237,74
B00013,LOVE CORP CAR INC,2015-01-31,117,59
B00014,NY ONE CORP CAR INC,2015-01-31,153,81
B00029,COMMUNITY CAR SVC CORP,2015-01-31,1641,48
B00053,CHARGE AND RIDE INC,2015-01-31,33,25
B00095,LIBERTY CAR SERVICE INC.,2015-01-31,1262,83
B00221,PROFESSIONAL CAR SERVICE INC,2015-01-31,408,80
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-01-31,144,66
B00248,YELLOWSTONE TRANSPORTATION INC.,2015-01-31,925,118
B00254,XYZ TWO WAY RADIO,2015-01-31,463,173
B00280,FLEET RADIO DISPATCH CORP.,2015-01-31,148,64
B00310,WATSON CAR SERVICE INC.,2015-01-31,2346,152
B00381,BELL RADIO INC,2015-01-31,65,36
B00412,NYC 2 WAY INTERNATIONAL LTD,2015-01-31,130,32
B00448,DIAL CAR INC.,2015-01-31,2,1
B00457,PREMIUM BRONX CORP,2015-01-31,1935,130
B00477,INTA-BORO ACRES INC,2015-01-31,184,91
B00623,MANHATTAN INT'L LIMO NETWORK LLC,2015-01-31,1,1
B00837,CAREY LIMO N Y INC,2015-01-31,159,66
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2015-01-31,1716,617
B00919,HARLEM CARS INC.,2015-01-31,669,68
B00948,510 CAR SERVICE CORP,2015-01-31,768,63
B01066,DOMINICANA RAD DISP INC,2015-01-31,1051,78
B01083,BROAD DYCKMAN C/S INC,2015-01-31,1157,115
B01087,ELITE LIMO PLUS INC,2015-01-31,180,106
B01148,EVELYN CAR SERVICE INC,2015-01-31,646,61
B01197,"TEL-A-CAR OF NEW YORK, LLC",2015-01-31,86,39
B01282,NEW LOTS C/S INC,2015-01-31,1447,80
B01285,UNION RADIO DISPATCH INC,2015-01-31,1944,167
B01300,KENNEDY RAD DISP INC,2015-01-31,1048,136
B01312,BROOKLYN RAD DISP INC,2015-01-31,603,85
B01313,JOY CAR SERVICES INC.,2015-01-31,14,10
B01315,"V.I.T. CAR SERVICE, INC.",2015-01-31,2004,154
B01341,A NEW DAY RAD DISP INC,2015-01-31,1221,150
b01346,ARECIBO C/S INC,2015-01-31,1137,120
B01367    ,"ROYAL DISPATCH SERVICES, INC.",2015-01-31,43,26
B01386,FENIX CAR SVCE CORP,2015-01-31,3763,209
B01522,"STM ENTERPRISES,INC",2015-01-31,100,16
B01651,U.P.S. RADIO DISPATCH CORP.,2015-01-31,548,60
B01777,PREMIUM RADIO DISP & MULTI SVC,2015-01-31,1020,143
B01877,U.S.A. LIMO. INC.,2015-01-31,92,50
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2015-01-31,732,78
B01949,FIRST CLASS OF NEW YORK INC.,2015-01-31,4,3
B01984,NY 88 EXPRESS CORP.,2015-01-31,299,80
B02003,"AVALON CORPORATE CAR,INC.",2015-01-31,70,49
B02022,GOLD SEAL CAR & LIMO INC.,2015-01-31,15,9
B02096,"CET GROUP, INC",2015-01-31,8,8
B02107,APOLLO RADIO DISPATCH INC.,2015-01-31,1334,98
B02120,HARRISON GLOBAL LLC,2015-01-31,139,64
B02147,"MITA LIMOUSINE, INC.",2015-01-31,32,9
B02285,"VALERA GLOBAL, INC.",2015-01-31,57,37
B02475,ECKFORD LITE CAR & LIMO INC.,2015-01-31,21,9
B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",2015-01-31,1,1
B02566,GSL LIMOUSINES CORP.,2015-01-31,4,3
B02569,GOGREENRIDE INC.,2015-01-31,102,1
B02653,NEW COLLEGE CAR SVCE INC,2015-01-31,1705,113
B02715,GROUNDANYWHERE LLC,2015-01-31,123,52
B00013,LOVE CORP CAR INC,2015-02-01,160,54
B00014,NY ONE CORP CAR INC,2015-02-01,188,73
B00029,COMMUNITY CAR SVC CORP,2015-02-01,1392,39
B00053,CHARGE AND RIDE INC,2015-02-01,29,21
B00095,LIBERTY CAR SERVICE INC.,2015-02-01,1103,75
B00221,PROFESSIONAL CAR SERVICE INC,2015-02-01,287,62
B00227,"PARK WEST EXEC. SERVICES, INC.",2015-02-01,208,102
